Recipe ID,Recipe Title,Calories,Fat/g,Carbo/g,Protein/g,Alcohol,Vegetarian,Vegan,Gluten Free,Dairy Free,Dish Type,Ingredients,Instructions,Ready in Minutes,Image,Popular,Price Per Serving,Halal,Breakfast,Lunch,Dinner,Snack 1,Snack 2
739,Smoked Bluefish Pâté,91.66,7.29,1.62,5.0,0.0,0,0,1,0,side dish,"bluefish,   chives,   cream cheese,   hot sauce,   lemon juice,   parsley,   red onion,   worcestershire sauce,   toasts","In a bowl, blend the cream cheese with the Worcestershire sauce, lemon juice, parsley, onion, hot sauce and half of the chives. Fold the smoked bluefish into the cream cheese mixture. Sprinkle the remaining chives on top and serve with toasts.",15,https://spoonacular.com/recipeImages/1339-556x370.jpg,0,4.75,1,0,0,0,0,1
740,Smoked-bluefish Pâté,316.72,27.69,5.02,12.89,0.0,0,0,1,0,side dish,"cream cheese,   cream cheese,   fresh chives,   fresh chives,   lemon juice,   lemon juice,   shallot,   shallot,   smoked trout,   smoked trout","Stir together shallot, lemon juice, and 1/4 teaspoon salt, then beat in cream cheese, bluefish, and 1/2 teaspoon pepper with a spoon until combined well. Stir in chives. Cooks' note:Pt can be made 5 days ahead and chilled, covered. Bring to room temperature to soften (about 1 hour) before serving.",15,https://spoonacular.com/recipeImages/1340-556x370.jpg,0,26.0,1,0,0,0,0,1
741,Bluefish Pate With Roasted Tomatoes,305.61,22.48,15.5,11.35,0.0,0,0,0,0,side dish,"bluefish,   cayenne pepper,   cherry tomatoes,   coarse salt,   crackers,   cream cheese,   dijon mustard,   fresh thyme,   garlic cloves,   horseradish,   lemon juice,   olive oil,   shallot,   unsalted butter","Preheat oven to 300 degrees. Oil a rimmed baking sheet. Toss tomatoes, salt, pepper, garlic, and thyme, and arrange tomatoes cut sides down on baking sheet. Bake until shriveled and starting to brown, about 1 1/4 hours. Let cool completely. Transfer tomatoes and juices to a serving dish.",366,https://spoonacular.com/recipeImages/1342-556x370.jpg,0,17.0,1,0,0,0,0,1
742,Boston Bluefish With Spinach Soup,1024.47,49.59,37.3,107.33,0.0,0,0,0,0,main course,"bluefish fillets,   cheddar cheese,   condensed cream of celery soup,   flour,   spinach,   water","Spray a 1-1/2L to 2L dish with non stick spray. Preheat oven to 350F.Spread thawed and squeezed dry spinach over bottom of dish.Place thawed fillets over spinach and sprinkle with salt and pepper.In a bowl mix the flour and water, add the soup and mix well.Spoon over fillets and top with shredded cheese.Bake 30-35 minutes.",50,https://spoonacular.com/recipeImages/1345-556x370.jpg,0,9.5552,1,0,1,0,0,0
743,Bandiera alla Marinara,314.07,17.96,13.72,25.16,0.0,0,0,1,1,main course,"baking potato,   bluefish fillet,   capers,   celery,   chile flakes,   garlic,   olive oil,   olives,   onion,   parsley,   plum tomatoes,   salt and pepper,   water","In a 12 to 14-inch saute pan, heat the oil until almost smoking. Add the onion, garlic, celery, and potato and saute 8 to 10 minutes, until golden brown. Add the chile flakes, olives, capers, and tomatoes, and cook 7 to 8 minutes, until the tomatoes have fallen apart. Add the water and bring to a boil. Season the fish well with salt and pepper, place it in the pan and cook, covered, for 8 to 10 minutes. Sprinkle with parsley and serve.",45,https://spoonacular.com/recipeImages/1346-556x370.jpeg,0,2.4973,1,0,1,0,0,0
744,Shrimp & Pomelo Salad,805.59,33.49,97.09,30.46,0.0,0,0,1,1,salad,"bonito flakes,   coconut,   cooked rice,   fish sauce,   garlic,   pomelo,   palm sugar,   salt,   shallots,   shallots,   shrimp,   tamarind juice,   vegetable oil,   vegetable oil","Make the dressing: Heat the oven to 350F. Put the dried chiles, shallots, and garlic on separate sheets of foil, drizzle each with a little vegetable oil, and wrap each into a separate packet. Roast the three packets on a baking sheet until the contents of each is soft and golden: the chiles should take about 15 minutes, the garlic about 25 minutes, and the shallots about 35 minutes. When the chiles and shallots are cool enough to handle, chop each coarsely. Put them in a small food processor or mortar and pestle along with the roasted garlic, bonito flakes or smoked fish, palm or brown sugar, fish sauce, and tamarind juice or cherry juice concentrate. Blend or pound until smooth. Prepare the coconut: If youre using fresh coconut, bake the whole coconut at 375F for about 15 minutes. Set it aside to cool. Put the coconut on a hard surface; hit it hard with a hammer to split it in half, taking care to catch the juice, which you can save for drinking. With a sharp, thick knife, carefully dislodge the meat from the husk; wear a kitchen mitt to protect your hands. Peel the hard, dark, outer layer off the white meat. Cut the coconut flesh into small chunks; pulse in a food processor into small flakes. Toast the flakes in a nonstick skillet over medium heat until lightly golden, stirring frequently to prevent burning; let cool. Set aside 1/4 cup for the recipe and store the rest of the coconut flakes in a sealed jar; theyll keep for several weeks. Prepare the salad: In a small skillet over high heat, heat the vegetable oil and add the sliced shallots and salt, stirring constantly to prevent burning. Fry the shallots until crisped and golden, about 2 minutes; drain them on paper towels. Arrange the pomelo sections on a serving platter; top with the cooked shrimp. Toss gently with the dressing, taking care not to bruise the fruit. Garnish with 1/4 cup toasted coconut flakes, the roasted peanuts, fried shallots, fresh chiles, and lime leaves or zest. Just before serving, mix gently. Serve with the rice. nutrition information (per serving): Calories (kcal): 480, Fat (kcal): 16, Fat Calories (g): 140, Saturated Fat (g): 3, Protein (g): 22, Monounsaturated Fat (g): 7, Carbohydrates (mg): 61, Polyunsaturated Fat (mg): 4, Sodium (g): 400, Cholesterol (g): 115, Fiber (g): 3, Photo: Amy Albert Rate this Recipe and View Reviews",45,https://spoonacular.com/recipeImages/1347-556x370.jpg,0,4.1085,1,0,1,0,0,0
745,Grilled Mackerel with Lemon,703.64,42.19,4.33,74.42,0.0,0,0,1,1,main course,"bluefish,   kalamata olives,   lemon,   lemon juice,   lemon zest,   olive oil,   oregano,   vegetable oil","Whisk together zest, lemon juice, and salt and pepper to taste, then add olive oil in a stream, whisking until combined well. Whisk in olives and chopped oregano. Make 1-inch-long slits at 2-inch intervals down middle of fish on both sides with a sharp paring knife, then brush fish all over with vegetable oil and season with salt and pepper. Season fish cavity with salt and pepper, then evenly distribute 3 lemon rounds and 3 oregano sprigs in cavity. Close cavity, then evenly arrange remaining 3 lemon rounds and 3 oregano sprigs on top of fish and tie fish closed with string at 2-inch intervals, securing lemon slices and oregano sprigs to fish. Prepare grill for cooking. If using a charcoal grill, open vents on bottom of grill, then light charcoal. Charcoal fire is medium-hot when you can hold your hand 5 inches above rack for 3 to 4 seconds. If using a gas grill, preheat burners on high, covered, 10 minutes, then reduce heat to moderate. Grill fish on lightly oiled grill rack, covered only if using gas grill, 15 minutes. Turn fish over using a metal spatula and tongs, then grill until just cooked through, about 15 minutes more. Transfer fish to a large platter using 2 metal spatulas, then cut and discard string. Serve fish with sauce. Cooks' notes: If you aren't able to grill outdoors, whole fish can be roasted on an oiled large baking sheet (17 by 14 inches) in middle of a preheated 425°F oven, without turning, until just cooked through, 30 to 35 minutes. If fish extends beyond baking sheet, fold up two 12-inch-long pieces of foil and put under head and tail to extend baking surface. If fish tail begins to brown too much (on grill or in oven), loosely wrap with a small sheet of foil.",45,https://spoonacular.com/recipeImages/1350-556x370.jpg,0,4.7335,1,0,1,0,0,0
746,Boston Bluefish & Faux Taters/cauliflower,1091.51,68.47,26.02,93.79,0.0,0,0,1,0,main course,"bluefish fillets,   butter,   cauliflower,   cream cheese,   fresh dill,   green onion,   lemon juice,   lemon pepper,   bell pepper,   salt",Preheat oven according to package.spread butter evenly over FROZEN blue fish.evenly pour lemon over butter.sprinkle with lemon pepper (I like lots).evenly sprinkle cut up dill over lemon pepper.bake uncovered for 35 mins (or according to package). The butter and lemon juice penetrate the fish while cooking taking all the seasonings with it - don't skip the buttering the fish stage - it IS necessary.FAUX TATERS.bring your cauliflower to a boil and continue to boil for 10 - 15 mins (the softer the better).Drain ALL water off.mash together with your cream cheese salt and pepper.mix in your cut up green onion at the end for extra zip of flavour and color.Serve with another veg on the side - or as is.,50,https://spoonacular.com/recipeImages/1351-556x370.jpg,0,7.8553,1,0,1,0,0,0
747,Southern Thai Rice Salad,405.77,10.49,69.98,13.45,0.0,0,0,1,1,salad,"anchovies,   arugula,   belgian endive,   chile powder,   coconut flakes,   cooked rice,   fish,   fresh bean sprouts,   galangal,   green beans,   lemongrass,   lime zest,   lime zest,   limes,   mango,   orange zest,   palm sugar,   water","Make the dressing: Peel away the hard outer stems of the lemongrass stalks until you reach the inner white and purple section. Halve the stalks lengthwise and then slice them crosswise into 2-inch lengths. Rinse, dry, and then bruise lightly with the side of a large knife or cleaver. Peel the galangal or ginger, cut it into chunks, and bruise it; set it aside with the lemongrass. Bring the anchovies and the water to a boil; cook until the anchovies begin to fall apart, about 10 minutes (2 minutes if using oil-packed anchovies). Add the lemongrass, galangal or ginger, sugar, shallots, and lime leaves or zest. Boil until the liquid turns syrupy and sticky, about 20 minutes. Remove the pan from the heat; set aside to cool for 10 minutes. Strain the dressing and discard the strainer contents. You should have about 1/2 cup of dressing. Assemble the salad: On a large platter, arrange four dome-shaped mounds of rice. Mold four mounds of rice, using a bnowl to get a good dome shape. Between the mounds, arrange the green beans, endive, arugula, bean sprouts, and green mango or Granny Smith apple.Arrange a couple of small piles of minced lemongrass and minced smoked fish in between. Sprinkle with the coconut flakes, lime leaves or zest, and orange zest. Put the dried chile powder in a tiny sauce bowl at one end of the platter. Arrange lime wedges all around. Arrange the main salad ingredients in alternating piles. Sprinkle with the coconut flakes, lime leaves, or zest, and orange zest. To serve, present the platter and then pour the dressing all over the ingredients on the platter. Sprinkle with the amount of chile powder you desire, reserving some for those who want more. Squeeze the lime wedges over all. Toss thoroughly and serve. Toss gently and thoroughly to blend all the flavors and textures. nutrition information (per serving): Calories (kcal): 390, Fat (kcal): 11, Fat Calories (g): 100, Saturated Fat (g): 8, Protein (g): 13, Monounsaturated Fat (g): 1, Carbohydrates (mg): 65, Polyunsaturated Fat (mg): 1, Sodium (g): 860, Cholesterol (g): 15, Fiber (g): 6, Photo: Amy Albert Rate this Recipe and View Reviews",45,https://spoonacular.com/recipeImages/1353-556x370.jpg,0,5.0617,1,0,1,0,0,0
748,Trout With Olives And Brown Butter,411.02,22.63,2.78,47.55,0.0,0,0,1,0,main course,"butter,   capers,   coarse salt,   lemon,   olive oil,   olives,   trout fillets","Reduce heat to medium; melt butter until lightly brown with a nutty aroma, about 1 minute. Remove from heat. Add olives and capers; toss to coat. Immediately spoon sauce over fillets. Squeeze lemon wedges over top, and serve.",20,https://spoonacular.com/recipeImages/1359-556x370.jpg,0,5.0,1,0,1,0,0,0
749,Grilled Swordfish With Tangy Compound Butter,1014.86,92.2,3.06,46.38,0.0,0,0,1,0,main course,"butter,   garlic,   ground pepper,   kosher salt,   kosher salt,   lemon zest,   olive oil,   parsley,   red pepper flakes,   sea-salt,   steak,   water,   worcestershire sauce","Early in the day, mix 1 TB kosher salt into a cup of warm water. Stir well to dissolve. Refrigerate till cold. Mix minced garlic, lemon zest, parsley, red pepper flakes and Worcestershire sauce into softened buttermix well. Put into ramekin and refrigerate. About 1/2 hour before cooking, put the swordfish into the brine for 10 minutes, turning once after 5 minutes. Rinse fish well and dry. Let fish come to room temperature and start grill. Take compound butter out of refrigerator and let it come to room temperature as well. Rub swordfish steak with olive oil and sprinkle generously with fresh ground black pepper. Grill fish over direct heat until just cooked through, about 5 minutes per side (depending on thickness). Let fish rest, covered, for 5 minutes. Serve with compound butter layered on top and a sprinkling of flaky sea salt. (The butter is amazing on a baguette, too!)",45,https://spoonacular.com/recipeImages/1362-556x370.jpg,0,6.0,1,0,1,0,0,0
750,Poached Cod In Coconut Milk,662.7,37.26,9.92,44.17,17.52,0,0,1,0,main course,"brown mushrooms,   butter,   coconut milk,   cod fillets,   dry white wine,   flatleaf parsley,   fresh tarragon,   salt,   shallot,   sorrel,   water","Preheat oven to 200 degrees.In a large skillet, melt one tablespoon butter over medium heat. Add the shallots and saute, stirring, for about 2-3 minutes to soften. Salt and pepper both sides of the cod fillets and place in pan. Add the wine and water and poach cod until cooked, about 7 minutes. Using a large spatula, remove cod from broth and place in wide, shallow soup bowls. Place bowls with cod in oven to keep warm.Raise the heat on broth and bring to a boil to reduce by about one cup. Reduce heat to medium low and add coconut milk, remaining butter, tarragon and parsley, and stir. Add mushrooms and cook for about five minutes, until mushrooms are tender. Turn off heat. Add salt and pepper to taste.Remove bowls from oven. Divide fresh sorrel between the bowls. Ladle broth over the fish and sorrel. Garnish with fresh tarragon leaves. Serve immediately.",45,https://spoonacular.com/recipeImages/1365-556x370.jpg,0,7.0,0,0,1,0,0,0
751,Grilled Grouper with Browned Butter-Orange Couscous,434.43,11.43,40.35,41.07,0.0,0,0,0,0,main course,"black peppercorns,   butter,   coriander seeds,   couscous,   fat-free less-sodium chicken broth,   fresh parsley,   ground pepper,   grouper fillets,   orange sections,   pomegranate seeds,   salt,   slivered almonds","To prepare couscous, melt butter in a large stainless steel skillet over medium-high heat. Add almonds; saut 2 minutes or until almonds are toasted and butter is lightly browned. Add couscous; cook 1 minute, stirring constantly. Remove from heat. Bring broth to a boil in a medium saucepan over high heat. Gradually add broth to couscous mixture in pan; cover and let stand 5 minutes. Fluff with a fork. Stir in oranges, pomegranate seeds, parsley, and 1/4 teaspoon salt. To prepare grouper, place 1/4 teaspoon salt, coriander, peppercorns, and red pepper in a spice or coffee grinder, and process until finely ground. Rub spice mixture evenly over fish. Heat a grill pan over medium-high heat. Coat pan with cooking spray. Arrange fillets in pan; cook 4 minutes. Turn fillets over; cook 4 minutes or until fish flakes easily when tested with a fork or until desired degree of doneness. Serve with couscous. Wine note: Oranges in the couscous and ground coriander on the fish are the biggest factors to consider. I suggest a riesling from Washington State. Like the dish, it is light yet bold; its subtle sweetness balances the intensity of the coriander. Try Chateau Ste. Michelle 2004 Johannisberg Riesling from Washington's Columbia Valley ($10). -Karen MacNeil",45,https://spoonacular.com/recipeImages/1368-556x370.jpg,0,2.4865,1,0,1,0,0,0
752,Sole With Orange Brown Butter,332.76,29.77,2.93,14.53,0.0,0,0,1,0,side dish,"coarse salt,   lemon juice,   orange juice,   shallot,   sole,   unsalted butter,   vegetable oil","Season the fillets with the salt and pepper and dredge them in the flour. Shake off any excess flour. Put half of the oil in a large saut pan over high heat. When the oil is hot but not smoking, saut the fish on one side for 3 minutes. Then flip and cook on the other side until just done, 1 to 2 minutes; the fillets should be golden brown and just cooked through. Transfer them to a platter and keep them warm in a 200F oven while you make the sauce. Add the remaining oil and the butter to a saut pan and cook over high heat until the butter starts to foam. Add the shallot. Cook until it is golden and the butter is a pale hazelnut brown, about 1 minute. Add the orange juice and cook for 1 minute more. Add the lemon juice. When the butter mixture starts to foam again, remove the pan from heat. Season with more salt and pepper, if desired. Put a piece of sole on each plate, drizzle with the brown butter, and serve immediately. Tip:Invest in a fish spatula. Longer and wider than a regular spatula, it's the tool you'll need to prevent fish from breaking when you turn or lift it in the pan.",15,https://spoonacular.com/recipeImages/1370-556x370.jpg,0,2.5795,1,0,0,0,0,1
753,Coconut Lime Crusted Fish,486.45,30.24,16.74,39.52,0.0,0,0,0,0,main course,"butter,   cilantro,   egg whites,   lime zest,   panko bread crumbs,   salt and pepper,   tilapia,   unsweetened shredded coconut","Preheat oven to 425 degrees. In the meantime, toss bread crumbs, coconut, zest and cilantro with melted butter. Work the mixture with your hands making sure that the crumbs evenly soak up the butter. Whisk egg whites. Season fish with salt and pepper. Dip in egg white, allowing excess to drip off the filets, then dredge in breadcrumb mixture. Place breaded fillets on a rack on a baking sheet (so that they crisp evenly). Bake for about 20 minutes, until they are crisp and golden and the fish is cooked through. Serve plain or, even better, with mango salsa.Note: The recommendation used to be to hold off on citrus until 12 months, though citrus zest has always been considered safe earlier. So, even if youre taking a conservative approach to baby food introductions, this dish is safe for any child already eating fish. If youre following the most recent baby food introduction guidelines, that may be earlier than conservatively recommended 10 months.",45,https://spoonacular.com/recipeImages/1374-556x370.jpg,0,3.8805,1,0,1,0,0,0
754,Blackened Redfish,415.82,46.22,2.0,0.88,0.0,1,0,1,0,side dish,"black pepper,   butter,   cayenne,   dried thyme,   garlic powder,   onion powder,   oregano,   salt,   sweet paprika,   white pepper","In a small bowl, mix together the paprika, dried thyme, dried oregano, garlic powder, onion powder, cayenne pepper, salt, and black pepper. This mixture is known as the blackening spice blend. Pat dry the redfish fillets using a paper towel. Preheat a cast-iron skillet or a heavy-bottomed skillet over medium-high heat. Dip each redfish fillet into the blackening spice blend, coating both sides generously. Press the spices onto the fillets to ensure they adhere well. Add the butter or olive oil to the preheated skillet, swirling it around to coat the bottom. Place the coated redfish fillets in the skillet and cook for about 3-4 minutes per side, or until the fish is cooked through and the spices form a blackened crust. Adjust the cooking time depending on the thickness of the fillets. Carefully flip the fillets using a spatula and cook for an additional 3-4 minutes on the other side. Remove the blackened redfish fillets from the skillet and let them rest for a minute or two before serving. Serve the Blackened Redfish hot with your choice of sides such as rice, roasted vegetables, or a fresh salad.",45,https://spoonacular.com/recipeImages/1377-556x370.jpg,0,6.496,1,0,0,0,0,1
755,Pan-Seared Lemon Sole,269.12,16.25,8.68,22.43,0.0,0,0,0,0,main course,"capers,   flour,   kosher salt,   lemon,   sole,   unsalted butter","Place the flour on a plate. Season the sole with the salt and then coat it in the flour, shaking to remove any excess; set aside. Melt 1 tablespoon of the butter in a large skillet over medium heat. Slice the lemon into 12 thin circles and add them to the skillet. Cook until the lemon is lightly browned, about 2 minutes. Push the lemon to the side of the skillet and add the sole. (You may need to cook it in batches.) Cook until the sole is the same color throughout and flakes easily, about 2 minutes per side. Add the remaining butter and the capers to the skillet. Remove from heat and tilt the skillet to swirl the butter until it melts. Transfer the sole and lemon to individual plates and spoon the capers and butter over the top. Tip: If cod isn't available, you can substitute another delicate, mild-tasting white fish, like cod, red snapper, or tilapia.",45,https://spoonacular.com/recipeImages/1379-556x370.jpg,0,38.0,1,0,1,0,0,0
756,Sauteed Trout with Chive Butter,130.49,14.29,0.87,0.51,0.0,0,0,1,0,side dish,"fresh chives,   kosher salt,   lemon juice,   lemon zest,   shallot,   trout fillet,   unsalted butter","Mix 3 tablespoons butter, the lemon zest, juice, shallots and 2 tablespoons chives until well combined. Place the butter onto a small piece of plastic wrap and, using both ends of the plastic wrap, spin it around to make a cylinder. Chill for at least 30 minutes. Using needle nose tweezers, remove all the bones from the trout. Melt the remaining 2 tablespoons butter over moderate heat in a large nonstick skillet. Sprinkle the trout with salt and pepper. Place the fish skin-side down and cook until golden brown, 3 to 4 minutes. Flip and cook for another 3 minutes. Using a sharp paring knife, slide the knife into the thickest part of the fish. If you don't feel any resistance, your fish is done. Transfer the fish to serving plates, top with butter and garnish with the remaining chives. BYOC: The beauty of this butter is you can make it anything you want. Why not try limes and chiles, lemon and mint, rosemary, thyme and sage? Anything goes when you are in the kitchen.",53,https://spoonacular.com/recipeImages/1380-556x370.jpeg,0,3.207,1,0,0,0,0,1
757,Baked Snapper with Chipotle Butter,199.78,5.21,1.01,35.01,0.0,0,0,1,0,main course,"black pepper,   butter,   chipotle chile in adobo,   ground cumin,   lemon wedges,   paprika,   red snapper,   salt","Preheat oven to 400. Combine first 4 ingredients; sprinkle evenly over fish. Place fish on a baking sheet coated with cooking spray; bake 15 minutes or until fish flakes easily when tested with a fork. While fish bakes, combine butter and chile. Spread butter mixture evenly over fish. Serve with lemon wedges.",45,https://spoonacular.com/recipeImages/1381-556x370.jpg,0,2.7577,1,0,1,0,0,0
758,Bacon with Tomato Butter,247.09,10.52,3.64,33.0,0.0,0,0,1,0,main course,"butter,   garlic clove,   mahimahi fillets,   plum tomatoes,   sea salt,   smoked paprika,   sugar,   table salt,   thick-cut bacon,   water","Combine first 3 ingredients in a shallow dish, stirring until sea salt and sugar dissolve; add fish. Let stand 20 minutes. Drain; pat dry. Prepare charcoal fire in a chimney starter; let coals burn for 15 to 20 minutes or until flames die down. Carefully pour hot coals out of starter, and pile them onto one side of the grill. Coat grill grate with cooking spray; put grate in place over coals. Sprinkle 1/8 teaspoon table salt evenly over fish. Lightly coat fish with cooking spray. Place fish, skin side down, over direct heat on grill rack coated with cooking spray; grill 2 minutes or until well marked. Turn fish over and move to indirect heat; grill 12 minutes or until desired degree of doneness. Heat a small skillet over medium heat; add bacon to pan. Cook 5 minutes or until bacon is almost crisp, stirring occasionally. Add garlic; cook for 2 minutes, stirring frequently. Add paprika, and cook for 20 seconds, stirring constantly. Add tomatoes, and cook for 3 minutes. Stir in butter. Remove from heat. Place 1 fillet on each of 4 plates; top each serving with about 2 tablespoons tomato mixture.",45,https://spoonacular.com/recipeImages/1390-556x370.jpg,0,6.0252,1,0,1,0,0,0
759,Panfried Red Snapper With Chipotle Butter,401.7,24.39,8.38,36.07,0.0,0,0,0,0,main course,"chipotle chiles in adobo,   flour,   lime wedges,   red snapper,   salt,   unsalted butter,   vegetable oil","Mash together butter, chipotles to taste, adobo sauce, and salt with a fork until blended. Pat fish dry and cut each fillet in half crosswise, then season with salt and pepper. Spread flour on a plate and dredge fish, knocking off excess. Heat 1 1/2 tablespoons oil in a 12-inch nonstick skillet over moderately high heat until hot but not smoking, then panfry fish, skin sides up first, in batches, turning over once, until browned and just cooked through, 4 to 6 minutes. Transfer as cooked with a slotted spatula to plates and add more oil to skillet as needed. Top fish with dollops of chipotle butter.",12,https://spoonacular.com/recipeImages/1391-556x370.jpg,0,2.8474,1,0,1,0,0,0
760,Baked Flounder With Parsnips And Carrots Recipe,344.2,23.74,9.26,23.67,0.0,0,0,1,0,appetizer,"carrots,   carrots,   flounder,   flounder,   fresh thyme leaves,   fresh thyme leaves,   kosher salt,   lemon,   lemon zest,   olive oil,   olive oil,   parsnips,   parsnips,   unsalted butter,   unsalted butter","Preheat the oven to 375F. Season the fillets with salt and set aside. Grate the carrots and parsnips into a bowl, then toss well with olive oil and a pinch of salt. In another small bowl, mix together the butter, thyme leaves, and lemon zest and set aside. In a gratin dish or on a baking sheet, lay the grated parsnips and carrots out in four piles the size of the fillets. Lay the fillets on top and spread the seasoned butter on each fillet. Top each fillet with a thyme sprig. Bake the flounder for 20 to 25 minutes, or until the fish easily flakes and is cooked through. Serve immediately.",25,https://spoonacular.com/recipeImages/1392-556x370.jpg,0,2.4583,1,0,0,0,0,1
761,Mackerel with Currants,627.65,23.75,45.63,48.22,6.18,0,0,1,0,main course,"butter,   currants,   garlic clove,   mackerel,   onion,   salt and pepper,   sugar,   white wine","Preheat the oven to 350°F. Pour the currants into a bowl and top with warm water. Let sit for 10 minutes or so. Drain the currants, reserving 1 1/2 ounces of the liquid. Meanwhile, melt the butter in a large skillet set over medium heat. Add the onion and garlic and cook until the onion is soft, about 8 minutes. Add the wine, liquid from the currants, and sugar. Bring to a simmer and then season with salt and pepper. Make several diagonal slashes down each side of the fish. Set it in a roasting pan. Pour the contents from the skillet on top of the fish. Place roasting pan in the oven. Cook for 10 minutes and then add the currants. Cook for another 10 minutes. Carefully remove the fillets and serve with the sauce.",45,https://spoonacular.com/recipeImages/1393-556x370.jpg,0,4.0,0,0,1,0,0,0
762,Matcha & Pistachio Crusted Halibut,268.02,11.92,8.68,30.98,0.0,0,0,0,0,main course,"dry breadcrumbs,   halibut fillets,   kosher salt,   lemon zest,   matcha powder,   sugar,   unsalted butter,   unsalted pistachios","Preheat oven to 400. Place pistachios on a small rimmed baking sheet; toast until browned in spots, about 3 minutes. Let cool. Grind pistachios, matcha, and sugar in a food processor until nuts are coarsely chopped, about 15 seconds. Add breadcrumbs, melted butter, and lemon zest; process until combined (but not a paste), about 10 seconds. Season topping to taste with salt and pepper.Line a baking sheet with parchment paper; grease paper with butter. Lightly season fish all over with salt and pepper. Pat 1/4 of nut mixture evenly on top of each fillet. Place fillets on prepared sheet. Bake until just opaque in center, 810 minutes.",45,https://spoonacular.com/recipeImages/1395-556x370.jpg,0,5.2872,1,0,1,0,0,0
763,Martini Mahimahi,230.63,20.94,7.96,2.29,1.61,1,0,0,0,side dish,"bell pepper,   butter,   coarse kosher salt,   gin,   korean marinade,   lemon juice,   low sodium chicken broth,   olive oil,   pimento stuffed olives,   vermouth,   boned","Season fish with salt and pepper. Put in a 1-gal. resealable plastic bag and add marinade. Seal bag and marinate at room temperature about 20 minutes. Drain, saving garlic, and discard marinade. Blot fish and garlic with paper towels to avoid dripping alcohol near the heat. Heat oil in a large nonstick frying pan over medium-high heat. Add fish, garlic, and olives. Cook fish until browned on one side, 3 to 4 minutes. Turn over and cook until cooked through but still moist in the center, 2 to 3 minutes more. Remove pan from heat and transfer fish to a platter, leaving garlic and olives in pan. Pour lemon juice and chicken broth into pan and stir to pick up brown bits, then stir in vermouth and gin. Return pan to high heat and boil until reduced by half, about 3 minutes. Stir in butter to thicken. Pour sauce with olives and garlic over fish. Note: Nutritional analysis is per serving.",45,https://spoonacular.com/recipeImages/1396-556x370.jpg,0,1.7851,0,0,0,0,0,1
764,Skate with Brown Butter,497.11,25.54,28.86,38.6,0.0,0,0,0,0,main course,"blanched almonds,   flour,   lemon juice,   parsnips,   salt and pepper,   skate wings,   unsalted butter,   vegetable oil,   water","In a medium saucepan, melt 2 tablespoons of the butter. Add the parsnips and cook over moderately high heat, stirring often, until golden brown, about 4 minutes. Add the water and a pinch of salt, cover and cook over low heat until the parsnips are tender, about 15 minutes. Uncover and boil over moderately high heat until the liquid is reduced to 1/4 cup, about 5 minutes. Transfer the parsnips and liquid to a blender and puree until very smooth. Return the puree to the saucepan and season with salt and pepper; cover and keep warm. Meanwhile, preheat the oven to 350. Spread the sliced almonds in a pie plate and toast in the oven for about 7 minutes, until golden brown. Let cool. Reduce the oven temperature to 300. In a large skillet, heat 1/8 inch of vegetable oil. Season the skate with salt and pepper and dredge in flour, shaking off the excess. Fry 2 pieces of skate over high heat until they are golden brown and crisp, about 3 minutes. Carefully turn and fry the skate until just opaque throughout, about 30 seconds longer. Transfer the skate to a large rimmed baking sheet and keep warm in the oven. Fry the remaining skate. Pour off the oil and wipe out the skillet. Add the remaining 4 tablespoons of butter to the skillet and melt over high heat. Cook the butter until it starts to turn brown, about 1 minute. Add the almonds and shake the skillet. Remove the skillet from the heat and swirl in the lemon juice. Spoon the parsnip puree onto plates and top with the skate. Drizzle the butter-almond sauce over the fish and serve.",60,https://spoonacular.com/recipeImages/1398-556x370.jpg,0,2.263,1,0,1,0,0,0
765,Sole with Grapefruit Thyme Butter,398.61,26.25,18.84,17.81,3.09,0,0,1,0,main course,"bell pepper,   butter,   butter,   dry white wine,   fresh ginger,   fresh thyme,   grapefruit,   olive oil,   rice wine vinegar,   salt,   sole","Grate zest from 1 grapefruit to make 1/2 teaspoon; set aside. Peel and section grapefruit, and set aside. Juice remaining grapefruit to make 1/4 cup juice; set aside. Heat oil and 1 tablespoon butter in a large skillet over medium heat. Sprinkle fillets with salt and pepper. Cook in batches, adding more oil if necessary, 2 minutes on each side or until done. Transfer to a plate, cover, and keep warm. Combine reserved grapefruit juice, wine, and next 3 ingredients. Bring to a boil over high heat, and cook until reduced to about 1/4 cup. Remove from heat; whisk in 6 tablespoons butter. Stir in reserved grapefruit sections and zest. Season to taste with salt and pepper. Serve fillets topped with Grapefruit-Thyme Butter. Wine pairing: A Fum Blanc, Sauvignon Blanc, or crisp Chardonnay will complement any citrus-seafood dishes (perhaps served with a tossed green salad and crusty French bread) for a light, refreshing supper.",45,https://spoonacular.com/recipeImages/1400-556x370.jpg,0,4.1508,0,0,1,0,0,0
